name,salary,years_experience
Elinore Hessel,26937.8731079,5
Juvenal Harber,43553.0410059,2
Gabe Mante,60202.6802241,4
Sheila O'Reilly,51029.8019599,3
Marge Moen,68625.7618719,2
Lyda Ziemann,80076.0383918,7
Breanna Hettinger,54288.0742186,2
Norene Vandervort,64544.8257605,3
Joesph Herzog,59183.0889554,4
Megane Kuhn,50733.7346738,3
Jed Fahey,55230.2378045,3
Elza Hartmann,55433.7774464,3
Efren O'Kon,41918.0924278,9
Wade Kling,37974.9476233,6
Lavonne Deckow,28775.1610955,2
Amari Deckow,16133.8700414,0
Jedidiah Schultz,54107.1460251,0
Reuben Hettinger,45559.7584072,3
Fausto Langosh,16433.4189552,4
Sister Graham,56511.4247338,4
Kavon Hickle,51806.1655993,2
Zion Feil,85583.7981038,1
Jaylon Smith,88693.5009312,8
Annabell Muller,42796.1117462,2
Edward Anderson,68435.4942944,3
Amelia Kilback,68014.4712684,3
Gillian Johns,18976.9500188,3
Leonora Rogahn,52622.2274926,1
Shea Leuschke,88693.7752048,4
Augustus Cummerata,72521.6953231,3
Glennie Shields,81720.4028464,1
Destiny Wisozk,40462.354112,3
Amara Padberg,50400.313141,4
Avery Smith,38717.1324186,3
Lulu Padberg,90446.5700697,4
Vincenza Kemmer,85584.3772291,2
Alicia Kirlin,20802.593939,1
Phoebe Lehner,38961.2813788,1
Ebba Shields,87944.2086481,3
Deborah Borer,52314.6266571,1
Elna Nitzsche,41764.964007,2
Dorothy O'Hara,71391.0161257,4
Marianne Franecki,49722.8745533,0
Arvel Lynch,64474.206653,2
Everett Oberbrunner,22983.9234712,7
Marc Carter,28942.0018278,3
Rhett Boyle,45876.7909269,5
Asha Bernier,40845.7530417,5
Estella Jaskolski,65080.5576112,4
Nadia Jaskolski,-5267.65572431,0
Caroline Jacobson,43607.4378944,5
Jerod Bradtke,31927.8155455,1
Israel Windler,45948.3291674,5
Gaetano Gibson,54163.1551838,2
Jamaal Glover,65465.9341518,7
Ima Kihn,99897.268447,2
Hadley Ortiz,53485.7815034,5
Ayana Ward,66747.0775377,1
Vida Erdman,73477.25032,3
Stacey Price,31978.1851611,2
Anjali Dicki,57173.0397836,6
Sonia Kris,61777.9457569,3
Laura Kub,90753.6120958,6
Loren Schamberger,5049.40480103,2
Madalyn O'Kon,65041.473988,3
Peggie Legros,90083.4543514,1
Rowena Kuvalis,31022.1993498,1
Destany Kessler,49425.0889153,2
Emmanuel Schaefer,48755.834355,7
Lavern Jacobi,54539.6835873,4
Gregoria Altenwerth,18139.0749161,2
Otto Pagac,109977.544938,5
Jeffery Robel,25813.8626537,3
Claudine Wuckert,37569.1378156,4
Ulices Weber,29257.9148934,0
Zena Rosenbaum,62829.0987557,5
Florian Nitzsche,80453.7240486,2
Dillan Farrell,10022.2312043,3
Rhea Turner,71542.4386783,1
Flo Feil,31876.4243252,2
Pablo Medhurst,31842.4145427,2
Jerel Mitchell,58130.9406814,2
Dudley Boehm,66305.7265822,3
Cristian Wunsch,57577.4999102,1
Juliana Schuppe,63103.2826313,3
Jordy Zemlak,36075.6071709,2
Paige Schmidt,32123.1075667,5
River Abernathy,36013.3268498,4
Kyleigh O'Keefe,29127.1679382,1
Patsy Stark,83819.6169712,1
Milford Mayer,66321.3230037,6
Frederique Hayes,75264.8927935,2
Aron Wiza,70291.5486286,2
Marty Pfannerstill,17709.5150192,4
Gonzalo Kovacek,55243.8208233,6
Amira Lueilwitz,63433.0139878,9
Ellie Kuhic,46082.9209977,4
Morris Emard,87861.7532138,7
Eleanora McCullough,73926.0222731,6
Mandy Koelpin,66603.2021326,3
Wilfredo Stamm,52041.276589,1
Herminio Hand,66448.1607429,3
Lucious Stehr,51006.0771892,6
River Braun,58338.5192566,3
Magnolia Hessel,51839.0570336,3
Maudie Auer,84847.6614417,6
Kaia Schimmel,92705.3901873,3
Chad Kertzmann,51719.9675848,2
Alfredo Will,50201.8162361,2
Vivianne Lakin,62877.1910165,4
Janet Quigley,85213.236369,2
Mozelle Larkin,24991.5041,1
Mitchell Terry,72531.3142162,3
Hilda Bradtke,49553.394488,3
Demarcus Bauch,12322.3530839,5
Rosendo Feest,34461.8919308,2
Laney McGlynn,54654.3748193,6
Zetta Okuneva,59697.1755224,3
Presley Bergstrom,52564.1004609,1
Creola Weissnat,65798.9470429,2
Helga Casper,73509.1591032,0
Geraldine Kub,50613.530949,1
Sven Reinger,34101.3517215,4
Giles Abbott,62810.3537433,0
Emelia Terry,68058.0908697,1
Joannie Sanford,59066.5701717,2
Salvatore Mueller,85353.3447892,3
Jamel Erdman,16379.485906,2
Dexter Kertzmann,66830.5809905,1
Kasey Stehr,9816.11795727,4
Easton Will,48104.0380831,4
Peter Murphy,25965.6889463,2
Elenora Wehner,32515.963494,5
Keyshawn Fahey,23512.3892954,5
Neoma Bosco,87109.1471828,4
Ellis Kuhic,37793.0825925,5
Tyree Heathcote,54985.9677569,4
Isaiah Farrell,36213.4091711,2
Margaretta Pollich,64355.2709122,4
Americo D'Amore,48093.2515031,2
Harrison Little,78861.56573,7
Chaz Daugherty,69518.3316854,1
Kelsi Terry,71646.2704085,2
Mayra Glover,37130.1909046,7
Phoebe Pfeffer,65140.2863481,1
Reed Schowalter,68654.5029455,1
Lamar Kertzmann,81546.6931568,5
Gardner Roob,53376.4040411,3
Joshua Greenfelder,77691.1934373,3
Jennifer Schroeder,47844.53779,2
Jamey Turcotte,52216.9391519,3
Lauren Graham,55858.8912991,0
Jamey Gottlieb,46806.2900767,7
Cristopher Effertz,48239.1890837,3
Eryn Schultz,34794.1799382,4
Elijah Jenkins,43398.6705057,3
Gregorio Johnston,68907.4598355,1
Karolann Morissette,66737.2578658,3
Jaqueline Abbott,40507.2460225,3
Kelsie Flatley,22108.0424299,2
Russell Mayer,23028.8676818,3
Elsie Marks,85178.0560849,1
Madonna Becker,48858.6149409,2
Melvina Glover,37736.1890118,3
Sylvia Harber,65309.6674656,2
Jameson Kunze,104665.206835,6
Shanelle Hagenes,46637.1630049,4
Desmond Rohan,49409.584878,5
Lacey Wiza,35536.7917352,2
Concepcion Boyer,80110.3806083,5
Karina Graham,22600.8827103,6
Rosemary Mraz,51598.1722188,3
Kenyon McClure,77366.7047046,4
Lonnie Kutch,74530.4669634,2
General Swaniawski,72240.197988,4
Willard Reilly,68239.792582,2
Simone Gerhold,38917.7671946,3
Jaida Hagenes,65238.1836444,5
Domenick Howell,62699.6632801,2
Darby Dickens,73301.0254399,4
Gustave Berge,38916.2625935,3
Dayana Prosacco,55052.9690082,2
Gia Kertzmann,45449.4217312,4
Chanelle Brekke,50399.9690146,2
Norbert Koelpin,52802.1104426,3
Deborah Skiles,54607.3671098,4
Kris Collins,89413.6941894,2
Bessie Grant,22777.5959184,3
Alvis Bogisich,68565.394798,1
Kari King,61763.0068808,2
Ettie Dibbert,40560.4152678,2
Kacie Murazik,61728.1008208,3
Vaughn Brakus,45563.5990257,1
Gerson Mertz,46210.788334,2
Norberto Gerhold,48866.9953413,1
Leon Kuhic,47468.5967457,3
Rocky Nader,20980.5507851,2
Leanne Lesch,35161.2167039,0
Lottie Robel,55882.434252,0
Susana Weissnat,36461.658024,4
Felton Welch,57890.5970677,1
Glenna Douglas,41896.4147633,1
Ervin Stracke,59269.3472132,4
Julien Beatty,94758.8799585,2
Josiane Weimann,17099.9248045,3
Ollie Hermann,51705.2495196,3
Ivory Nienow,41598.3617507,3
Adrian Bauch,82901.9499642,4
Brooks Toy,65678.8274526,1
Ola Fay,68075.9773544,2
Amie Hudson,75537.0517544,1
Novella Armstrong,28673.5288632,2
Emerald Anderson,54686.9651228,3
Itzel Beer,53783.5829291,4
Bernhard Kunze,32160.4193171,3
Jody Jakubowski,95090.4320698,1
Morgan Treutel,55278.6286903,2
Freda Powlowski,37697.0446548,3
Hassie Hayes,74087.494766,2
Melyna Satterfield,62920.7725946,3
Lydia Pagac,42939.954719,0
Zula Auer,75316.7036794,0
Britney Steuber,78298.3145123,2
Drake Jewess,46308.5408103,5
Brandy Abshire,75705.6300394,7
Cleveland Yost,23802.7848111,2
Damien Stroman,59102.6612621,2
Roel Waelchi,48107.5987356,4
Samson Schmitt,48959.8862385,4
Jeremie Murazik,69523.7485738,2
Ari Donnelly,62696.9675463,3
Salvatore Wehner,66373.8891328,4
Ellsworth Walter,64237.1126118,2
Kelsi Wiegand,60459.4830654,4
Stephanie Tremblay,38564.5491587,4
Rhett Graham,77207.1196227,1
Jamil Nitzsche,58151.4125834,0
Dandre Stanton,82851.8251022,2
Janis Wehner,35194.5970889,2
Shaniya D'Amore,63580.5973991,2
Dahlia Wintheiser,31713.7877042,3
Colten Kris,31202.2135339,3
Kris Stoltenberg,45652.2444086,2
Reece Bernier,88088.2509673,2
Thea Johns,60276.7903673,2
Dangelo Mraz,81858.0464827,5
Zane Maggio,39442.0572725,0
Ezekiel Ratke,58888.1236083,3
Aiyana Bogan,68065.3771237,2
Freida Hills,48165.5904577,4
Tyrel Abshire,78967.8063539,6
Millie Schuster,54177.6917426,4
Lambert Morissette,51573.4105388,6
Kristian Boyer,47073.8590304,2
Hubert Ziemann,68977.3172263,0
Mandy Marks,77008.1882086,4
Arielle Larson,34208.1580627,1
Larry Morar,41741.841154,4
Dallin Daugherty,44813.9078416,1
Federico Hegmann,53744.70515,6
Ashtyn Koss,31303.9169269,3
Durward Ruecker,42001.5128652,0
Lane Wilderman,40819.0228853,0
Werner Wiza,52402.0203885,7
Ignatius Hintz,5375.78593598,2
Denis Bailey,45527.5557202,2
Pearl Hayes,53232.0554168,0
Nicole Lebsack,68899.8955268,4
Ronny Lindgren,58746.0712077,4
Marcelo Jast,56823.802871,3
Fred Maggio,31788.9562658,0
Kari McKenzie,94258.3001189,1
Johnathan Davis,37384.4503065,3
Coralie McClure,77637.2912822,2
Isobel Orn,43000.428287,1
Aurelie Funk,75125.9987137,1
Sigrid Rowe,50960.953165,6
Bridie Douglas,52551.0695132,2
Ethan Zieme,52974.7582696,4
Germaine Lesch,45588.5666889,1
Eliza Cassin,35442.8569461,3
Marian Roberts,70791.065072,4
Gregory Bergstrom,77704.4767399,2
Dayne Harber,52858.1074811,3
Chauncey Satterfield,64042.9631419,1
Christine Sauer,64950.3664049,4
Clinton Breitenberg,44657.8609688,3
Dahlia Tillman,63992.7264994,2
Reece Senger,76999.7029861,2
Izabella Swift,37643.4491063,3
Mavis Marquardt,38131.7400206,6
Xavier Keebler,79116.5017071,5
Gerard Metz,60244.6601616,3
Cassie Prosacco,53429.9150463,4
Elnora Reilly,39460.5714802,3
Lorenz Runolfsdottir,52970.4961461,2
Melisa Kunze,36411.1662986,2
Connie Krajcik,66076.8344555,9
Wilber Steuber,55467.7647018,1
Vesta Flatley,59191.5890439,5
Camren Gaylord,50315.7861881,3
Zora Jakubowski,5140.16598904,4
Edmund Torp,17774.2144805,4
Leo Schaefer,59084.5734518,1
Terrell Davis,35345.0815857,5
Burley Rowe,55509.5597843,3
Kirsten Ferry,36719.531729,5
Brandi Langosh,19680.4037493,0
Novella Walker,76323.3777797,1
Margaretta Abernathy,45676.0296916,3
Royal Herzog,46054.4223787,4
Aubree Feest,51249.0337466,4
Elmo Volkman,85641.5504699,3
Mario Kohler,54463.775088,3
Maxine Schroeder,64935.2072973,3
Anthony Rath,97176.3901856,6
Florencio Waelchi,52620.9646901,1
Kurt Feeney,70910.7398961,7
Daphney Bailey,76927.3542777,2
Llewellyn Hagenes,65184.6562944,4
Agnes Marvin,58512.808576,0
Llewellyn Robel,60225.9248061,2
Kenyon Douglas,69018.1441585,5
Mustafa Jones,65581.4145444,5
Josh Gaylord,37769.9247567,5
Carissa Becker,51224.7643363,5
Karolann Watsica,48547.2654668,5
Molly Nienow,16195.6270474,2
Catherine Herzog,56744.0188217,3
Jettie Parker,95801.1831122,3
Eryn Spencer,40492.3701988,4
Sammie Gerlach,27419.6006713,4
Earlene Koss,41040.4236593,4
Verona Ondricka,61168.9845778,4
Amalia Weber,41019.9191124,5
Keely Kautzer,36987.2844674,6
Janet Hirthe,20220.9954416,1
Yadira Volkman,45426.5210091,4
Eudora Koepp,39626.859381,2
Frida Wuckert,-1920.05550131,0
Florencio Bashirian,47785.695581,3
Cassie Cruickshank,83061.5198491,2
Warren O'Conner,34071.7782995,1
Sandy Keebler,51590.4501146,6
Ewald Stiedemann,70747.7455434,0
Adolf Hayes,20630.7601683,2
Elnora Sanford,48143.6521111,7
Mae Sanford,49725.5788848,5
Jamaal Mann,48755.9685654,1
Christophe Ledner,68978.3090824,4
Gabriella Lehner,72476.3468067,3
Christopher Hudson,55320.3906714,4
Coty McDermott,39394.6372979,1
Justine Mueller,65401.4607625,2
Estella Turner,54585.3223712,4
Jerel Beahan,49812.1832904,3
Jacinthe Medhurst,58765.4389669,4
Lonzo Schoen,109191.620675,3
Julius Roberts,36662.6379605,4
Ronaldo Hermiston,70342.0991915,1
Tyshawn Kassulke,51208.4461526,2
Sterling Cassin,32968.9380007,6
Favian Pouros,92106.9107532,4
Shanelle Williamson,59736.1220099,0
Janice Barton,15136.4478235,3
Eveline Trantow,31632.9730776,4
Ellie Moore,16731.1402476,4
Sandrine Ratke,850.191340433,3
Fausto Quitzon,57479.420248,1
Javon Fahey,61343.8797758,1
Mariam Metz,1797.28738982,3
Rozella Cassin,63013.8357816,3
Francesca Hodkiewicz,36397.4436875,4
Lilly O'Kon,52298.7227519,2
Caleigh Johnston,81788.4503471,4
Tamia Keeling,70176.0198875,8
Dannie Koepp,71066.5104422,3
Matt West,39563.0477255,5
King Ryan,76439.2343428,9
Brice Abshire,20764.1691581,0
Charlie Swaniawski,78238.8179608,5
Kaela Romaguera,46125.1514661,1
Karine Quitzon,26598.3494741,7
Rafael Schmitt,56711.4814619,4
Chris Schinner,38496.3819437,0
Felicity Herman,53114.9018809,4
Deontae Feeney,59977.0933188,1
Maribel Stark,69164.5205984,5
Donny Ward,45737.7976785,3
Antoinette Kassulke,33881.1569303,0
Alfredo Kuvalis,57181.7617771,2
Vincent Hilll,40039.3954048,2
Margret Sawayn,96974.3991521,5
Gideon Ziemann,62956.0624957,3
Seamus Bins,30116.9391121,8
Adriana Bode,62918.10653,4
Lucie McLaughlin,37327.3797549,6
Esmeralda Bartell,84856.6651854,4
Tatum Hamill,20601.4311414,4
Cleveland Schiller,71150.6037075,5
Davin Beer,52872.8179418,4
Karolann Littel,83545.6921845,2
Viva Volkman,82571.1093553,2
Krystal Auer,36602.051118,1
Toy Gaylord,46914.2938736,5
Robyn Legros,79167.941532,3
Ollie Pagac,53532.9859341,3
Joshuah Witting,89420.6432266,2
Amanda Renner,65418.7527627,3
Thora Bogan,29681.5395894,1
Fannie White,61963.3608689,2
Aracely Rosenbaum,39920.1901264,1
Marina Kemmer,87982.824587,5
Glen Gerhold,47663.1193124,3
Eliza Heathcote,44701.4816417,1
Scottie Thompson,35200.0781946,6
Rosa Kihn,66050.7707875,2
Caitlyn Runolfsson,49171.7985318,3
Roslyn Corkery,68577.4037817,2
Gaston Labadie,96587.8346353,2
Jean Murphy,67583.2294735,6
Marshall Pfannerstill,75344.7652022,5
Naomie Nolan,58632.4229485,2
Claire Connelly,38791.0981179,2
Sean Gleichner,84704.1486212,4
Kathleen DuBuque,48350.823444,2
Hassan Donnelly,63968.3245941,2
Kaitlin Labadie,31040.2637168,2
Jasmin Wisoky,47791.2381764,4
Silas Eichmann,79367.1074316,2
Arthur Rau,66929.9194473,5
Timothy Fisher,57194.1916129,3
Hester Aufderhar,24644.1975011,2
Loyce Wilkinson,74302.8882686,3
Fletcher Willms,54702.5557005,3
Evalyn Tremblay,49359.3096891,1
Erika Dibbert,65685.1754874,2
Nora Crist,56547.9984015,5
Marcelle Rutherford,47000.1206409,7
Kathleen Gleichner,59442.5507375,1
Raphaelle Von,49619.4935486,0
Joshuah Funk,73017.5992722,1
Kylie Donnelly,57003.7723408,3
Claudine Mraz,81893.3540507,0
Clyde Volkman,83338.4660961,1
Breanne Reynolds,44424.6928195,5
Madyson Keeling,35223.3635061,3
Sydney Wiza,60103.9122686,3
Liza Langosh,55914.5149388,3
Gina Reynolds,58568.3711629,4
Jonatan Walsh,64440.9536331,1
Carli Bashirian,65798.4652459,3
Brandi Hoeger,60785.0850428,3
Libby Bednar,80702.1364576,4
Osvaldo Bruen,70005.3974731,5
Flavio Renner,83944.3768688,4
Ron Bayer,74437.5695361,3
Laverna Smitham,89201.130824,1
Alberta Vandervort,46983.5623761,4
Mervin Krajcik,54938.2876162,4
Nia Bogisich,22487.502813,2
Darrell Wisoky,66177.0841467,2
Carson Jerde,64111.4522925,1
Elisa McGlynn,65832.0737014,4
Frankie Rosenbaum,52429.1993702,2
Tomas Raynor,62560.2340962,3
Beau Bruen,52157.6316205,1
Maryam Muller,66561.728884,6
Edna Kihn,52532.6541257,6
Melissa Halvorson,47171.9375359,4
Shawna Effertz,81377.5778883,4
Daphnee Kunde,70002.2507324,2
Dayton Gleason,34163.9516702,5
Imani Robel,52498.2719667,1
Charity Carroll,85233.6261118,3
Casper Okuneva,61992.8092432,2
Verner Oberbrunner,65486.7873149,0
Rosalee Frami,56460.8720738,1
Hank Stamm,41225.9799047,1
Gabrielle Spinka,33007.6425059,2
Leora Ryan,48140.6226652,4
Alize Farrell,40522.8546282,4
Lyda Nolan,42213.2842214,4
Jacey Wolff,36551.58018,4
Halle Bins,52813.1195179,5
Afton Parisian,42454.8036006,4
Ignatius Huels,69423.7081403,4
Gillian Koelpin,63755.1036224,2
Mariah Crooks,31556.077343,1
Kacey Tillman,48455.3624272,3
Brad Greenholt,41385.5761534,3
Aron Hudson,52307.4576624,2
Ahmed Hirthe,23551.251463,1
Daija Gleichner,62100.7904473,7
Wilfredo Wunsch,31477.6934095,4
Albertha Bradtke,26778.230621,2
Randall Anderson,38260.8778039,2
Kristoffer Runolfsdottir,78051.0243312,4
Crawford Doyle,51341.8325035,5
Heidi Runolfsdottir,66182.0118178,3
Kristoffer Mosciski,52494.1148088,2
Daisha Hegmann,45969.5699751,2
Cecilia Klocko,42289.2479098,3
Enrique Gulgowski,48004.9929962,3
Phoebe Beahan,89066.7261779,3
Dillon Wisoky,55885.3482125,2
Nat Gislason,58465.8205691,4
Peggie Sporer,45010.8352968,1
Ava Watsica,41789.5019157,4
Jackie Oberbrunner,23311.2717827,3
Salma Larson,54061.7538433,4
Dorothy Rowe,23334.2665339,4
Nicholaus Stanton,20599.481656,7
Angela Conroy,67859.6435414,1
Mae Macejkovic,34066.5446176,1
Serena Quigley,76051.562006,0
Shaniya Hudson,44759.750315,3
Zachariah Smitham,66903.824329,1
Candido Lehner,69618.7926675,2
Randy Heller,114502.03289,2
Janie Pollich,101951.043567,3
William Bogan,73300.5561691,0
Conor Dietrich,61424.0010438,4
Ana Macejkovic,41525.3336438,2
Kobe Borer,12132.0801001,3
Constantin Pollich,88477.6181226,3
Dayne Heller,40125.2686006,3
Elisabeth Senger,20655.5017878,3
Jarvis Schamberger,37287.4809511,4
Karlee Donnelly,76098.8517683,6
Elsa Hyatt,75157.5570508,2
Keeley Pagac,69189.4159768,2
Zetta Marks,65921.2325768,1
Carol Johnson,50843.65107,3
Viola Conroy,88928.5500305,1
Ernestine McKenzie,55959.4833054,4
Marcos Nicolas,52875.5966885,2
Jodie Krajcik,58126.7056658,6
Lessie Becker,58777.6065376,3
Myles Ebert,77412.1521882,3
Lori Carroll,41668.6301549,2
Julio Leannon,74077.3961606,1
Dillon Wolf,69452.7345437,6
Jose Schroeder,40468.9960831,1
Jude Ruecker,74360.8752452,3
Luther Emmerich,59241.1617869,2
Lupe Koch,37962.8263517,2
Mellie Kuhic,32361.3531306,1
Georgiana Bode,39181.307153,1
Lolita Larkin,71390.2145367,2
Bartholome Zulauf,66192.6532025,4
Skyla Howell,25691.7861626,3
Elmo Schultz,18085.1629738,5
Althea Gusikowski,71128.5904058,3
Monte Gerlach,54216.3292349,3
Simeon Feest,85719.7256635,5
Laurine Fadel,54709.9762986,3
Austen Green,65713.2696915,4
Trystan Goldner,61758.1726176,2
Nikki Gorczany,65155.4725416,4
Dante Hermiston,7404.5741692,2
Frieda Hilll,43655.2859346,2
Bailee Sanford,69984.2689117,3
Jackson Schiller,45706.5999468,6
Darion Buckridge,35545.9841377,0
Amely Champlin,65813.3984895,3
Terrance Thompson,42315.5608905,1
Grace Leannon,84621.6005398,2
Beau Gorczany,60032.6058391,3
Dawn Doyle,74393.415776,5
Angus Leffler,29441.8953114,2
Carrie Heidenreich,49557.6781489,4
Opal Kessler,32226.125475,3
Doris Brekke,10610.6707675,1
Lila Rempel,90123.6273458,1
Dan Corkery,37708.977301,3
Marielle McGlynn,29645.2273884,2
Concepcion McClure,62440.7290862,2
Herminio Olson,46686.036966,2
Zoe Moore,41428.436696,1
Marguerite D'Amore,65382.930109,3
Eleanora Wisoky,64700.8598978,2
Mittie White,85469.7985429,2
Carolyn Schiller,35853.679511,4
Edyth Batz,54981.3772232,2
Dolores Koelpin,38674.1151936,1
Mazie Lebsack,60334.4358851,2
Mariah Feeney,49166.308802,5
Franz Kirlin,33564.5038879,3
Kole Runte,57704.3659454,4
Trace Quigley,76235.0985774,3
Zander Greenfelder,73237.9189422,2
Bette Waelchi,18653.9508724,1
Keara Little,38083.6710865,5
Elena Christiansen,63701.537445,4
Curt Murazik,50032.3451405,0
Virginie Oberbrunner,68522.1716513,4
Leatha Williamson,42628.6114707,2
Green Robel,45056.8073759,1
Breanne Friesen,51793.8850839,3
Kaia Ruecker,48526.462952,2
Moises Beier,39793.7379725,4
Arlene Schaefer,78643.86004,1
Willis Schiller,35106.6058928,1
Lorenza Gleason,28074.9857185,5
Modesto Schowalter,25976.005193,2
Devan Anderson,45041.4189532,0
Carmen Feeney,43753.5552805,2
Antonina Gleason,12182.3815894,6
Demarcus Windler,40220.4477671,3
Hassan Lemke,58183.582156,2
Glen Bosco,47858.9391408,1
Pamela Krajcik,67053.8923703,3
Brandon Dickens,44139.2260654,0
Domenica Kling,67228.400459,4
Devin Ziemann,49263.8540205,2
Cecil Torphy,56835.3136592,3
Keith Deckow,9031.23325193,5
Rosalee Reinger,26596.4028629,4
Gage Fay,55373.408638,4
Adan Marquardt,73090.3771278,4
Rogelio Franecki,86460.6505195,3
Clotilde Ebert,27938.2845902,4
Nia Anderson,23102.1472424,6
Luna Hettinger,42618.9349279,5
Asa McDermott,32128.1760676,1
Josephine Hartmann,42551.3370381,3
Casimir Nikolaus,73533.31302,3
Leonor Denesik,93812.7200829,5
Katarina Stiedemann,24805.9037774,4
Bernice Moen,73075.7860612,3
Maude Wunsch,54061.2236009,0
Bryon Cormier,38051.1236375,2
Grady Collier,56480.7264586,5
Price Luettgen,67761.650179,0
Shannon Schuppe,64197.6186239,1
General Littel,69722.044699,3
Ignatius Thiel,78646.9123868,0
Casimir Senger,30618.3661177,2
Alvina Wisoky,65600.8784208,3
Delpha Blick,46095.501799,6
Neil Gusikowski,65353.7823729,5
Shaun Brakus,50450.2132696,6
Karina Marvin,12474.5652774,5
Natalie Swaniawski,35406.6498009,6
Jewell Stiedemann,71719.9588859,4
Kenya Klocko,34650.1205978,3
Kenya Kuphal,54016.0872541,2
Arturo Ullrich,54752.4258762,4
Edwina Green,52549.1314789,2
Hank Dickens,87256.6200383,4
Carmelo Schmidt,34337.0973466,3
Titus Hilll,46613.6631575,4
Carmela Huels,70114.7983728,4
Adell Veum,64776.1965976,6
Marguerite Jast,80674.9398127,3
Camilla Haag,80024.7201009,3
Marcella Bogisich,33455.3128731,1
Vivien Graham,57277.7651252,1
Brian Ankunding,85011.3982942,7
Oleta Hilll,36002.3196676,2
Madelyn Hagenes,42595.035099,4
Noel Schuster,72849.1382842,4
Carolyne Quitzon,55478.3775226,3
Matt Zieme,58510.0068355,0
Heloise Walter,68887.5559974,0
Martine Will,30283.7107882,2
Christiana Stoltenberg,69957.6625784,2
Tyson Cremin,72957.908122,5
Corrine Klocko,50810.188401,2
Carole Hermann,100426.132465,2
Leilani Kessler,53733.7183876,1
Addison Schmeler,72016.2483509,4
Bernice Luettgen,35119.7338114,3
Hailie Baumbach,36673.1630081,2
Hilma Wolf,62991.9380608,3
Jermey Wisozk,69059.6080433,3
Alberta McGlynn,63419.9238411,3
Lucinda Franecki,45939.2061454,1
Cody Anderson,48082.9400321,2
Glen Mertz,58963.4220727,1
Terrill Rohan,76669.869309,6
Maudie O'Keefe,64328.0070329,3
Eliane Labadie,52589.0607182,4
Alysson Jast,88162.2606544,7
Alanis Gerhold,65951.4510467,3
Elva O'Reilly,47346.1851795,6
Stephanie Goodwin,67448.644524,1
Lizzie Kris,48629.1946989,1
Earnestine Collier,99469.2335623,5
Miracle Stiedemann,60941.4253129,4
Enoch Kozey,58090.5569657,3
Branson Schimmel,59798.6729629,3
Veda Dooley,78974.2016239,2
Lindsey Rath,49044.7386185,1
Zackary Langosh,56519.7961011,4
Theresia Schimmel,67387.4360754,2
Fae Metz,58570.7902306,3
Leopold Barton,84290.1252632,7
Mya Lueilwitz,111.946405738,5
Johnny Goyette,76248.1719935,2
Alexandria Marvin,72965.2158481,1
Warren Treutel,85657.3283871,1
Elyse Ankunding,76021.1503731,5
Liliana Kuphal,60822.6995789,6
Mozell Johnston,83657.2648512,3
Josefina West,50676.3245683,2
Haley Brekke,31974.6110203,0
Erika Cormier,71941.8826033,6
Demetris Howe,76708.1026499,4
Carter Stiedemann,56868.1682734,5
Celestine Sauer,31774.9892,1
Annetta Skiles,65835.234951,0
Shyanne Wisoky,41963.6411877,4
Kelvin Hane,41715.4413086,1
Leonard Kshlerin,42192.1762346,3
Alysa Beatty,32972.5304392,3
Nigel Hahn,62793.6714096,3
Christina Hartmann,52783.9894884,2
Arne Cole,43369.4068356,1
Magnus Keebler,20491.1038759,5
Cruz Deckow,54855.0754868,3
Stevie Ryan,20892.5093589,3
Hellen Toy,53341.0448475,1
Theodore Rodriguez,20983.5443648,4
Pansy Aufderhar,45896.6527343,2
Trevion Abernathy,49305.5807493,1
Esmeralda Mills,79547.1838374,0
Amir Wilderman,20428.5548288,3
Jameson Stanton,46930.4909041,3
Shanie Schuppe,68955.7667013,3
Estrella Hills,69378.0243608,4
Berenice Parker,23269.4338576,2
Olaf Monahan,47364.6837339,3
Kyla Ankunding,59645.8433476,6
Kyle Aufderhar,39042.8646864,4
Tianna Heathcote,68545.6215392,3
Charles Yundt,66537.4527555,1
Angeline Wuckert,101306.625355,3
Rollin Grady,91819.9103713,3
Janie Emard,45422.3846986,5
Chaya Stark,59129.7021598,0
Luciano Williamson,52860.1811359,3
Lois Waters,96054.2709285,3
Karlee Hudson,27887.951451,1
Murphy O'Conner,54728.3645863,2
Ashly Nikolaus,63451.7868769,2
Fred Koch,45970.0476969,3
Audreanne Hirthe,48383.5467713,1
Kitty Davis,62996.3175843,2
Eladio Mante,35725.3819846,2
Brenden Beier,30147.8808485,3
Aubrey Kuphal,106428.386571,3
Kristofer Cronin,80510.3070497,1
Kailey Gerhold,34935.4347264,2
Dillan Yost,29550.7214577,3
Gustave Dare,82297.9698846,1
Earl Lehner,52556.4743739,2
Miracle Fay,49996.7555646,6
Margaret Hilll,68931.3129043,2
Stewart Stoltenberg,41648.7237887,2
Jaida Gleason,74167.6657632,5
Ruthe Wolff,46256.3325181,5
Garett Beer,21319.4634164,4
Stephan White,57234.3500031,2
Darien Reichel,59925.0232964,1
Arlie Gusikowski,55393.2379942,4
Ronaldo Schaden,66113.5079085,4
Terry Jakubowski,61742.4756115,5
Mina Trantow,63012.2720325,4
Estel Yost,37110.8275751,0
Schuyler Kessler,34065.9118311,3
Krystel Olson,56349.8404891,0
Velma Morissette,76574.631156,3
Rupert Bayer,74059.040473,1
Raina Moore,18808.948857,5
Conner Swift,52380.1175287,4
Andres Crona,67568.6565181,3
